material_id,formula,icsd_ids
mp-12341,CsPrZnTe3,[170185]
mp-12342,CsNdZnTe3,[170186]
mp-12343,CsSmZnTe3,[170187]
mp-12355,Sr2YTaO6,"[170683, 247456, 247459]"
mp-1236,NdAg,"[58338, 605598, 605596, 605599]"
mp-12364,BaCu2SnSe4,[170857]
mp-12376,KYbSiS4,[409825]
mp-12378,LaSnRh,[415594]
mp-12384,NaEr(PS3)2,[415672]
mp-12385,Ba2YTaO6,"[171176, 261454]"
mp-12386,ErSi3Ni,[171189]
mp-12387,YbAsO4,[171193]
mp-12388,Er3Al3NiGe2,[171194]
mp-1239,Sb3Ir,"[34050, 44717, 15458, 640958]"
mp-12414,K(USe3)2,[171665]
mp-12417,Ba2CaReO6,[171987]
mp-12418,SrCaGe,[172006]
mp-12427,Sr2TaGaO6,[172330]
mp-12431,BaBeF4,[414412]
mp-12442,KAuF6,[]
mp-12444,SrCuSF,"[157433, 172796]"
mp-12449,LiPr2OsO6,[416197]
mp-1245,Sr2N,"[414330, 23530, 410315, 644701, 69016, 411612]"
mp-12450,LiNd2OsO6,[416198]
mp-12451,LiLa2OsO6,[416199]
mp-12463,Ni(TePd)2,[416512]
mp-12464,Co(PdSe)2,[416513]
mp-12465,Co(TePd)2,[416514]
mp-12469,LaCd2Pd,[417029]
mp-1247,Sb2Ir,"[43502, 640955, 640961, 42620]"
mp-12487,CsDyCdTe3,[173312]
mp-12488,CsErCdTe3,[173313]
mp-12490,CsHoCdTe3,[173315]
mp-12491,CsLaCdTe3,[173316]
mp-12492,CsLuCdTe3,[173317]
mp-12494,CsPrCdTe3,[173319]
mp-12495,CsTbCdTe3,[173320]
mp-12496,CsTmCdTe3,[173321]
mp-12497,CsSmCdTe3,[173322]
mp-1250,Lu2In,"[51968, 639914]"
mp-12505,LuAgSn,[418580]
mp-12516,NdZnSbO,"[182896, 419354]"
mp-12520,SrNi2Ge,[419659]
mp-12521,SrNi3Ge2,[419660]
mp-12527,Ti2Te2P,[]
mp-12531,Sn4As3,"[419884, 15735, 611426]"
mp-12535,K2ZnTe2,[420088]
mp-12537,Ti2GaC,"[617927, 419117]"
mp-12544,Ho3Pd2,[]
mp-12545,Er3Pd2,[]
mp-12549,BaAl9Ni2,[107746]
mp-12553,PrAl3,"[609096, 107867]"
mp-12558,LiMgAs,[107954]
mp-12562,CeCu5Au,"[107971, 603150]"
mp-12574,Dy2C,[108130]
mp-12584,Th2CrN3,[108340]
mp-12585,CrRh3,[108348]
mp-12593,ScIr3,[108568]
mp-12595,MoRh,[108608]
mp-12599,PrTl,[108699]
mp-1260,SrPd5,"[105707, 648964]"
mp-1261,EuZn,"[631715, 103442]"
mp-12614,Ca2Cu,[108865]
mp-12620,NdSeF,[108968]
mp-12622,SrPdF4,[108990]
mp-12625,U2TeO2,[108986]
mp-1263,URu3,"[657430, 650749, 106009, 650750, 106008]"
mp-12633,Mn5B2P,[109111]
mp-12635,TiAu4,"[109132, 612411]"
mp-12636,PRu,"[109139, 648015]"
mp-12645,LiHoO2,[109172]
mp-12646,EuNbO4,[109177]
mp-12648,Ti2Be17,"[616462, 109217, 616450, 616453]"
mp-12657,HfAl2,"[109245, 608095, 608088, 608069, 608078, 608062]"
mp-12659,Mn2Nb,"[643006, 643010, 109268, 643007, 643008, 643012]"
mp-12662,Re24Mo5,[109289]
mp-12684,LaAl,[54470]
mp-12689,Er2InPd2,"[54487, 658300]"
mp-12691,Lu2InPd2,"[658302, 54490]"
mp-12695,CaMg2Ni9,"[54520, 54521]"
mp-12699,Ca3Au4,[54547]
mp-1270,Dy2S3,"[66531, 80768]"
mp-12701,NdSn2,[54292]
mp-12703,PrZnNi,[54295]
mp-12704,TbGaPd,"[54586, 635087]"
mp-12722,TbAlPd,"[609059, 54938]"
mp-12723,CaAu,[54978]
mp-12732,Dy3(CuSi)4,"[55837, 627184]"
mp-12734,NdAl3Pd2,[150136]
mp-12741,MgPd2,[150227]
mp-12742,MgPd3,[150228]
mp-12754,ThPt,"[649759, 150541]"
mp-12755,ThRh,"[650464, 150542, 650471]"
mp-12759,Zn2CuAu,[150572]
mp-12760,Zr6Al2Co,[150575]
mp-12761,BeAu2,[150581]
mp-12774,ThIr,"[150819, 641097]"
mp-12775,ThRu,"[650725, 150820]"
mp-12782,YbAl2Ni,[370014]
mp-12783,Sr(CdGa)2,[370021]
mp-12784,YbAlAu,"[370027, 658146]"
mp-12789,Yb(Al5Fe)2,[151140]
mp-12791,SmCuSn,[151170]
mp-12802,AlCu3,[151216]
mp-14235,SrGa2(SiO4)2,[34414]
mp-14241,Tl2SiSe3,[35042]
mp-14242,Tl2GeSe3,[35043]
mp-14243,Cd3TeO6,[35084]
mp-14249,Th(PS3)2,[35299]
mp-14252,Ca3UO6,[35457]
mp-14276,RhPb2F7,[37141]
mp-1428,Ni5Ge3,[77958]
mp-14280,Ga2Sn2S5,[37173]
mp-14283,Sr2InF7,[38307]
mp-14285,CoP2,[38316]
mp-14288,Sr3P4,[38321]
mp-14289,Ba3P4,[38322]
mp-14298,Zr6Ni20P13,[37331]
mp-14304,Lu2MgS4,[37420]
mp-14305,Lu2MnS4,[37421]
mp-14307,Mg(ScS2)2,[37423]
mp-14316,KPr(SeO4)2,[39291]
mp-14322,Ba3Tm4O9,[33806]
mp-14324,K2Na4Be2O5,[33849]
mp-14325,La(Ni2B)6,"[614627, 39323]"
mp-14328,Pr3GePO9,[39382]
mp-14333,TaAlO4,[33885]
mp-14336,Cs2Ni3Se4,[33891]
mp-14338,Cs2Pt3Se4,[33893]
mp-14339,K2Pd3Se4,"[641300, 33894]"
mp-14340,Rb2Pd3Se4,"[648726, 33895]"
mp-14345,BaZnP2O7,[39396]
mp-1435,SrZn5,"[652894, 106115, 418619]"
mp-14352,KGeSbO5,[39463]
mp-14355,Cs2SrP2O7,[39507]
mp-14356,Dy3MnB7,[39509]
mp-14383,KGePO5,[39735]
mp-14387,Tb3Al5O12,[33602]
mp-14396,Mg3(PO4)2,"[31005, 261231]"
mp-14398,CaSn(BO3)2,"[30998, 166678]"
mp-14406,Ba2Re6S11,"[30737, 201072]"
mp-14410,Tl6TeO12,[37134]
mp-14422,Ca(AlS2)2,[46016]
mp-14424,Sr(AlS2)2,[46018]
mp-1443,Sn3F8,"[61162, 32592]"
mp-14430,Sr2YRuO6,"[192766, 49500]"
mp-14434,K3GeS3,"[47111, 636776]"
mp-14435,K3GeSe3,[47112]
mp-1444,CaCd2,"[58875, 420576]"
mp-14444,Hf(PS3)2,[47228]
mp-14445,Ca(BIr)2,[49738]
mp-14447,Ba2SiSe4,[49750]
mp-14448,Ba2SiTe4,[49751]
mp-14455,Cu4Ag(AsO4)3,[61036]
mp-14466,KLi6IrO6,[61692]
mp-14469,KHg(PO3)3,[61239]
mp-14474,Ta2PtSe7,[61353]
mp-1448,NdGa,"[103845, 634795, 634805, 634796]"
mp-14484,KNaLi2(SO4)2,[60824]
mp-14500,Sr(As3Pt2)2,[62518]
mp-14501,Ba(As3Pt2)2,[62519]
mp-14526,Na4Hf2(GeO4)3,"[63513, 65807]"
mp-14542,Y3FeB7,"[614288, 64596]"
mp-14551,Sr2CaUO6,[62539]
mp-14555,LaCd(BO2)5,[59246]
mp-14558,Ba2Mg(PO4)2,[59253]
mp-14581,CsCu2F6,[62032]
mp-14589,Hf2Si4Ni3,[40442]
mp-1460,RbGa7,"[102891, 103946, 38267]"
mp-14613,Pr10Se19,[40258]
mp-1462,Sn2Au,"[415968, 58587]"
mp-14622,Y(BIr)2,[40621]
mp-14623,K5CuAs2,[40699]
mp-14624,K5P2Au,[40700]
mp-14625,NdCoGe3,"[623542, 50359]"
mp-14629,Li2EuSiO4,[50442]
mp-14634,K2VAgSe4,[50461]
mp-14635,Rb2VAgSe4,[50462]
mp-14637,Cs2NbAgSe4,[50464]
mp-14638,Rb2LiGaF6,[50468]
mp-1464,Nd5Ge3,"[637262, 637282, 637267, 637256, 91481, 53724]"
mp-14643,Er2Te3,"[50501, 631174]"
mp-14646,Li2Mg2(SO4)3,[65025]
mp-14650,Nd10Se19,[65143]
mp-14651,Zr2AgPdF11,[65181]
mp-14652,Cs2P3,[65185]
mp-14653,AgSb2F12,[65186]
mp-14659,KAsSe2,"[68638, 65297]"
mp-14665,KNd(SO4)2,[65620]
mp-14676,NdTa7O19,[66010]
mp-1468,P4S3,"[648047, 417154, 31346, 31348, 648046, 31349, 31350, 648048, 31347, 16711, 648049]"
mp-14686,Y5(Si7Os2)2,[68076]
mp-14696,La2B4Rh5,[68539]
mp-14704,Li6Y(BO3)3,"[184291, 184284, 184290, 184292, 184283, 184286, 184289, 184285, 184287, 68653, 184288]"
mp-14721,KSiSbO5,[69429]
mp-14726,Na4TiO4,[69621]
mp-1473,Fe7W6,"[634060, 634063, 103694, 634071]"
mp-14734,CsCOF3,[69971]
mp-1475,Be12Mo,"[58717, 616334, 616339]"
mp-14761,TmAu2F9,[67823]
mp-14785,Ba(Cu2P)4,[66016]
mp-14793,Mg2SiPt,[68513]
mp-14796,KPt2Se3,[69438]
mp-14802,LuAu2F9,[67825]
mp-14815,TaTe5Pt,[71292]
mp-1482,Zr2Al3,"[58233, 603594, 58232, 609705, 191010]"
mp-14835,Nd4Si2S3O7,[72307]
mp-14836,Pr4Si2Se3O7,[72309]
mp-14853,Ba3Er4O9,[72481]
mp-14858,Rb4Tc6S13,[72539]
mp-1487,AlNi,"[602150, 608785, 150607, 151396, 604356, 58037, 608805, 608802, 151386]"
mp-14871,Li16Ta2N8O,[71696]
mp-14880,La2Ta3(SO4)2,[72103]
mp-1490,AlAu4,"[655053, 104616, 606018, 606030, 57498]"
mp-14912,La4Si2Se3O7,[73825]
mp-14928,Sc2MnSe4,[74407]
mp-14931,SrCuP2O7,[74445]
mp-14951,Rb3AlO3,[74969]
mp-14964,Pr3TaO7,[78008]
mp-14969,BaErCuS3,[78176]
mp-1498,Al21Pd8,"[58119, 609039]"
mp-15002,Sr2CaIrO6,[79451]
mp-15003,Ca3HfSi2O9,[79452]
mp-15009,La3(GeRh)4,[79541]
mp-1501,Al3Pt5,"[656681, 58135, 55579]"
mp-15012,KBS2,[79614]
mp-15013,RbBS2,[79615]
mp-15021,Ba3Ta5O15,[79810]
mp-15026,Nd(FeSb3)4,[79927]
mp-15046,Sb2(PSe3)3,[78746]
mp-1505,TmMg,"[642893, 161752, 161751, 104885, 104886]"
mp-15050,Pr(PdO2)2,[78843]
mp-15051,Nd(PdO2)2,[78844]
mp-15053,Y(PdO2)2,[78846]
mp-15059,GdSnF7,[78898]
mp-16627,TmAl7Au3,[391112]
mp-1664,V3Pd,"[649092, 105739]"
mp-16644,PrMgPt,[412100]
mp-16645,SmMgPt,[412102]
mp-16646,PrMgRh,[412115]
mp-1666,Th2S5,"[654032, 651159, 35088]"
mp-16663,Ba6Y2Ti4O17,[96630]
mp-16684,PrCuS2,"[95829, 628719, 628720]"
mp-16690,K2NdP2S7,[95849]
mp-16695,K2ZnP2O7,[95959]
mp-1670,MnPt,"[643369, 104948, 104949, 168776, 643367]"
mp-16705,Pr2O3,"[647301, 184533, 647290, 96203]"
mp-16713,Pr2B5,[250070]
mp-16721,TmAl,"[58191, 609560]"
mp-1673,Tb5Ge4,"[87256, 637994, 87257, 637972]"
mp-16734,SmNiAs,[416244]
mp-16737,Na2BeB2O5,[249341]
mp-16744,Y(Al5Fe)2,"[710082, 107224]"
mp-16747,LuAgPb,[107278]
mp-16750,HoCuPb,[107283]
mp-16751,ErCuPb,[107284]
mp-16753,LuCuPb,[107286]
mp-16756,Ta3Ga2,"[107309, 635490, 635467]"
mp-16765,Zr2Te2P,[]
mp-1677,Be2Mo,"[616342, 616337, 58716]"
mp-1681,La3Sn,"[104722, 603209]"
mp-1684,ZnAu,"[108022, 58625, 612505, 612506, 151380]"
mp-1689,HfRe2,"[638810, 150734, 638807, 150512]"
mp-1694,Yb2Ge,"[96115, 96112]"
mp-1696,CdPd,"[620270, 620272, 102043, 620267]"
mp-1699,AlCr2,"[606746, 57651, 606748]"
mp-170,HoCd,"[58988, 619987]"
mp-1703,YbZn,"[653498, 653485, 104206, 106232]"
mp-1705,Sb2O5,"[8050, 1422]"
mp-1707,BaN6,"[412253, 653607, 18107, 14244, 26202]"
mp-1863,SiAs,"[611404, 43227, 153457]"
mp-1867,Ta2Ni,"[102816, 105387]"
mp-1869,GaPd2,"[409939, 107293, 103903]"
mp-1883,SnTe,"[52489, 652760, 652744, 652756, 652761, 600865, 652763, 652745, 652742, 604177, 600813, 652741, 601065, 652750, 652755, 652753, 652751, 652749, 652752, 600136, 652754, 652746, 652759]"
mp-1884,Ca5Ge3,"[42139, 181075, 93704, 181074, 181076]"
mp-1885,AlIr,"[608240, 608241, 57928]"
mp-1886,TbTl3,"[106130, 652975, 106131]"
mp-1887,MoP2,"[43331, 37222]"
mp-1892,Ba2N,"[414328, 411436, 409851, 67510]"
mp-1900,CaAs3,"[193, 86400]"
mp-1901,NaO2,"[87179, 87180, 180562, 26583, 87181]"
mp-1903,BaAl4,"[606140, 57513, 606141]"
mp-1907,TiTe2,"[43413, 603791, 30051, 657477, 26863, 15543, 56011, 653074, 653078, 653071, 80092, 653079]"
mp-191,YRh,"[650541, 650536, 105972, 650535, 105973, 650527, 650530]"
mp-1910,CeNi5,"[621610, 621581, 621612, 102231, 102232, 621622, 621600, 603832, 658126, 621605, 621615, 621619, 601326, 603846, 600410]"
mp-1913,ErPt3,"[103290, 630974, 630967, 103289]"
mp-2051,LaCu2,"[103028, 103029, 628217, 628210]"
mp-2054,TbHg,"[104348, 639231]"
mp-2057,DyB2,"[613593, 44205]"
mp-2058,Ni3B,"[614976, 44488, 603892, 24306, 75794, 106927, 614985]"
mp-2059,NbAs,"[27040, 44027, 16585]"
mp-206,Tb5Si3,"[652353, 104190, 652373, 52465, 604308, 652357]"
mp-2061,ThTl3,"[653246, 106159, 106160]"
mp-2066,EuCu5,"[627271, 108375, 627275, 627265]"
mp-2067,ThGa2,"[103986, 103987, 150533]"
mp-2068,RhF3,"[16674, 62262]"
mp-2070,CoS2,"[624838, 624855, 53067, 164455, 624848, 624832, 164458, 624851, 86351, 624856, 164457, 600679, 43715, 624845, 53068, 624852, 624849, 164456, 56017]"
mp-2071,Zn3P2,"[603896, 657294, 250159, 26876, 648299, 77859, 648304, 648311]"
mp-2076,ZrSe2,"[652251, 56013, 109291, 601542, 182676, 652244, 652236, 652247, 652240]"
mp-2077,DyMg,"[103151, 108424, 161748, 629907, 103129, 629912]"
mp-2079,Rb2P3,"[654296, 65184]"
mp-208,GeIr,"[636693, 76622, 52126, 659789]"
mp-2194,TiSe2,"[652045, 26862, 108739, 56010, 603599, 173923, 652037, 652052, 43617, 652040, 80091, 652047]"
mp-2195,LuMg,"[161753, 104800, 642419]"
mp-21951,Er3Co29(Si2B5)2,[90591]
mp-2196,BaSb2,[413519]
mp-2197,BaHg,"[58654, 615923]"
mp-21981,YNiSn2,"[416774, 186293]"
mp-21985,In3Cu7,"[429529, 429530, 55596, 102983, 627992, 187897]"
mp-21991,Rh17S15,"[650229, 23930, 410838]"
mp-2213,FeNi,"[632913, 103555]"
mp-2215,ThHg2,"[104352, 639269]"
mp-2216,Ce2Co17,"[602616, 108240, 620649, 620660, 620708, 602615, 620670, 620741, 150752, 620640]"
mp-2217,LuCd,"[620119, 102020]"
mp-2334,DyCu,"[627132, 102873, 150539, 627125, 627130, 627131, 627122]"
mp-23370,CuW3Br7,"[408569, 83581]"
mp-2338,TbZn2,"[106137, 106138, 652997]"
mp-23403,SbIF5,"[63302, 37002]"
mp-23420,Ge19(PI)4,"[16533, 63194, 22032]"
mp-2349,YCd3,"[102086, 2835]"
mp-2351,TmPt3,"[105824, 649796, 105825]"
mp-23515,K2CoCl4,"[419658, 419685, 660, 71303]"
mp-2359,NdPt5,"[105281, 658356, 645732]"
mp-23592,Ag2Hg7(As2I3)2,"[391132, 391131]"
mp-23660,KNa22C2S9ClO42,"[22021, 2852, 9454]"
mp-2370,PrNi5,"[646244, 646257, 182521, 600411, 105312, 646226, 105313, 602209, 646253, 646235]"
mp-2558,SmMg,"[104866, 642835, 642834, 104865, 161744]"
mp-257,DyIn,"[629851, 103201]"
mp-2576,Sr2Ge,"[90772, 53923]"
mp-2583,TiRh,"[650489, 650478, 105952, 650474, 105951]"
mp-2584,TbFe3,"[164279, 164277, 103650, 164278, 633844, 633830, 633816, 632213, 103651]"
mp-2585,Sr5Sb3,"[42120, 57517]"
mp-2588,YCo3,"[602913, 625564, 623744, 623743, 604264, 625615, 159893, 102729, 625580, 623752, 656092, 625636, 623746, 159892, 152862, 159891, 625625, 602920, 625605, 159890, 656079, 623755, 603098, 625590, 159894, 625600, 625572]"
mp-2591,Ti3O,[24082]
mp-2598,Ta5Sb4,"[52313, 280152]"
mp-2606,BaPd5,"[58672, 616030]"
mp-2607,UGe3,"[638071, 56050, 638073, 638076, 638072]"
mp-2610,Tb5Ge3,"[185874, 637993, 56034, 637975, 637996, 637977]"
mp-262,Na3B20,"[407159, 410247]"
mp-2621,ErAg,"[605102, 58234, 605095, 58251, 167893]"
mp-2622,Pa3As4,"[611159, 9818]"
mp-2625,U2C3,"[618999, 109210, 168168, 618993, 43199, 77561, 619028, 26477, 619021]"
mp-2626,Zr3Rh5,"[62932, 63105, 650556]"
mp-2629,Ce7O12,"[88756, 88755, 88754]"
mp-2631,Ba4Al5,"[420091, 1985]"
mp-2632,TlF3,"[10365, 18029]"
mp-2643,Ti3Cu4,"[103134, 629390, 629406]"
mp-265,TaIr3,"[641074, 104566]"
mp-2650,P4S7,"[174008, 23842]"
mp-2651,PrF3,"[77741, 155556]"
mp-2652,Y2O3,"[193377, 237970, 193375, 193376, 193374, 187274, 41936, 160890, 290965, 86814, 81861, 66242, 85355, 82420, 290963, 16394, 86817, 78581, 186675, 153500, 193042, 181871, 155173, 184530, 185295, 23811, 290961, 26190, 27772, 647653, 181825, 80033, 86815, 77081, 86813, 151761, 66730, 33648, 66243, 41267, 290962, 151760, 290960, 192862, 290964]"
mp-2658,AlFe,"[55601, 57791, 658488, 165165, 169548, 607481, 607487, 169549, 165164]"
mp-2659,LiN3,"[34675, 155166, 181560, 155036, 181559, 155037]"
mp-2800,USi3,"[652480, 652474, 652473, 52470, 652466, 106054, 657101]"
mp-2802,HfRu,"[638837, 104268]"
mp-2804,LaP2,"[653819, 42015]"
mp-2805,LuAl3,"[608369, 608374, 57960, 608373]"
mp-10789,Yb2Ge6Pd,[409602]
mp-11020,GaAgO2,[95665]
mp-11022,ScAgO2,[95668]
mp-11031,CeAl7Au3,[391101]
mp-11033,TbAl7Au3,[391103]
mp-11034,PrAl7Au3,[391104]
mp-11040,EuZnSn,[405050]
mp-11054,RbSn,"[409438, 650061]"
mp-11069,YbAgSn,[410744]
mp-1107,Th7Rh3,"[650458, 150667, 650463]"
mp-11073,Ti3In3Rh2,[410967]
mp-11078,BaIn2Rh,[411232]
mp-11080,YbMgAu,[411303]
mp-11081,CeSnAu,[411539]
mp-11082,CeCdAu,[411542]
mp-11084,EuCdAu,[411544]
mp-11085,YbCdAu,[411545]
mp-1109,Sr5Al9,"[655752, 62343]"
mp-11090,EuCdPd,[412311]
mp-11098,YbMgPd,[412726]
mp-11100,YbIn5Rh,[412909]
mp-11101,LuInRh,[412912]
mp-11102,YbInRh,[412913]
mp-11104,HoInRh,[412916]
mp-11106,PaAs2,"[611160, 9816]"
mp-11114,KCuPdSe5,[281423]
mp-11116,CsYCdSe3,[281433]
mp-11118,CsPrCdSe3,[281435]
mp-11121,CsTbCdSe3,[281438]
mp-11122,CsDyCdSe3,[281439]
mp-11123,CsYHgSe3,[281440]
mp-11124,CsLaHgSe3,[281441]
mp-1114,VP,"[42444, 648267, 77855]"
mp-11142,SrCu9Si4,[412882]
mp-11143,BaCu9Si4,[412883]
mp-11144,SrCu9Ge4,[412884]
mp-11145,BaCu9Ge4,"[412885, 424223]"
mp-11147,Na5CuSO2,[412977]
mp-11152,SiSbPt,[413194]
mp-11155,NdMgGa,[413277]
mp-11156,TmMgGa,[413278]
mp-11157,SmMgGa,[413286]
mp-11160,SmSbIr,[51843]
mp-11165,Na2MgPO4F,[95736]
mp-11169,Ba(PIr)2,[95757]
mp-11171,LiRhF6,"[165204, 95776]"
mp-11172,LiIrF6,"[95777, 165207]"
mp-11174,K2IrF6,[95779]
mp-11178,SrCeN2,[95805]
mp-11183,Pr(BO2)3,[95850]
mp-11184,Nd3Sb4Pt7,[95852]
mp-11185,Sm3Sb4Pt7,[95853]
mp-11189,Li2MgSiO4,[95972]
mp-1119,Nd2Te5,"[24181, 646005]"
mp-11190,VSi2,[96025]
mp-11192,TaSi2,[96028]
mp-11193,VAuS2,[96089]
mp-11200,LaMg2Ni,[96152]
mp-11201,Sc6FeSb2,[96247]
mp-11202,Y6FeSb2,[96248]
mp-11203,Lu6FeSb2,[96249]
mp-11204,Tm6FeSb2,[96252]
mp-11212,LaAsPd,[56974]
mp-11215,CeAgGe,[56983]
mp-11219,LuB2,"[57002, 614677, 180139]"
mp-11225,TbAl,"[609450, 58172]"
mp-11227,Al12W,[58207]
mp-11230,Y2Al,[58211]
mp-11239,ZrAg,"[163155, 58390, 605996]"
mp-1124,MgZn2,"[104897, 108587, 107545, 184412, 642928, 151382, 654727, 46006]"
mp-11242,DyPbAu,[58443]
mp-11243,ErAu,[58444]
mp-11248,LiAu3,[58525]
mp-11249,LuAu,[58535]
mp-11253,NaSnAu,[58554]
mp-11265,BaCaSn,[58641]
mp-11266,BaCd2,"[260668, 58643]"
mp-11269,BaSn3Pd,[58673]
mp-11272,Be2Nb3,[58722]
mp-11273,Be3Nb,[58723]
mp-11275,Be2Re,[58732]
mp-1128,SiIr,"[640988, 15693, 57397, 79236]"
mp-11281,Be2V,[58752]
mp-11286,CaHg,[58900]
mp-11288,Ca3Hg2,[58904]
mp-1129,ScIr,"[640974, 104557, 657998]"
mp-11290,CaSn3,[58934]
mp-11295,DyCd3,[58965]
mp-11302,HoCd3,[58990]
mp-11306,LuCd3,[102021]
mp-11307,MgCd,[102022]
mp-11311,TmCd2,[102079]
mp-11313,ZrCd3,[102093]
mp-11318,CePt3,[102258]
mp-1133,V5S4,"[24563, 41777]"
mp-11338,Sc3Si3Ni2,[65760]
mp-11340,Dy(Ni2As)2,"[610377, 68526]"
mp-11345,ZrP,"[648315, 77860]"
mp-11347,TbF3,"[167471, 167472, 167473, 200956, 167474]"
mp-11351,CeAlNi,"[57583, 606488, 606495]"
mp-11352,PrAl5Ni2,"[608822, 58046]"
mp-11359,Ga2Cu,[102906]
mp-11361,MgCuSn,[628345]
mp-11370,ErIn,[103248]
mp-11374,DyTl,[103375]
mp-11375,EuHg,[103396]
mp-11392,TmGa2Pd,[103828]
mp-11393,Nb3Ga2,[103832]
mp-11396,NdGa2Ni,[103850]
mp-1140,NdCu5,"[628506, 659711, 628510, 628513, 103060, 103059, 628517, 656900, 628502]"
mp-11411,ScGa,"[103954, 635334]"
mp-11417,TbGa,"[103979, 635492]"
mp-11420,YGa,"[635654, 104030]"
mp-11427,GdPd,"[636164, 636150, 104108, 636170]"
mp-11428,GdPt,"[104120, 636207, 636215]"
mp-11433,ErGaCo,[102373]
mp-11437,Er3Rh,[103299]
mp-11438,Sc(GaFe)6,[103465]
mp-11440,HfGa2,[103727]
mp-11442,HoGaNi,[103751]
mp-11444,YGa2Ni,[103895]
mp-11449,HfMn2,"[104214, 638598]"
mp-1146,ThS2,"[651155, 651163, 201671, 651152, 31653]"
mp-11462,KHg,[104302]
mp-11467,NdHg,[104330]
mp-11469,PrHg,[104336]
mp-1147,Ti3O5,"[75194, 647543, 26492]"
mp-11471,ScHg,[104342]
mp-11474,TlHg3,[104362]
mp-11481,MoIr,[104499]
mp-11482,MoIr3,[104506]
mp-11486,Y2(Al3Co)3,[104653]
mp-11488,LaTl,[104730]
mp-11494,LuPb3,[104812]
mp-11498,MgTl,[104884]
mp-11501,MnNi3,[104920]
mp-11504,MnZn3,[105020]
mp-11508,MoP4,[105057]
mp-11511,LaAlGe,[105149]
mp-11517,NbRu3,[105224]
mp-12803,BaEr2F8,[151699]
mp-12804,SmAlSi,[151717]
mp-12806,Cu2GeTe3,[151872]
mp-12813,YbIn2Rh,[152048]
mp-12815,Na2LiAu3,[152090]
mp-12834,ThCu6,"[629361, 629375, 152505, 103125]"
mp-12837,Er3FeSi3,[152532]
mp-12838,Tm3FeSi3,[152533]
mp-1285,PtO2,"[202407, 30443, 4415, 647320]"
mp-12855,Cu2HgGeSe4,"[627692, 152761]"
mp-12856,Pr(AlSi)2,[152800]
mp-12872,ErIn5Co,[153908]
mp-12878,Sr2YSbO6,[154033]
mp-12879,Tb2Si5Rh3,[154034]
mp-12884,Hf5Te4,[154358]
mp-12889,ZrU3Sb5,[415673]
mp-12890,HfU3Sb5,[154389]
mp-12895,YbGa4Ni,"[423070, 634996, 154676]"
mp-12896,NdAl4Co,[154678]
mp-12900,HoSi,"[182230, 639721, 182233, 154701, 639742, 182234, 182232, 182231]"
mp-12905,Ba3CrN3,[154802]
mp-1291,ErIn3,"[103249, 630687, 630680, 657242, 103250]"
mp-12920,CePIr,[414515]
mp-12921,PrPIr,[414516]
mp-12922,NdPIr,[414517]
mp-12923,SrPIr,[155712]
mp-12927,Ba(BeN)2,[415304]
mp-12929,SmAsO4,[415339]
mp-12931,SmTaO4,[415431]
mp-12932,TbTaO4,[415434]
mp-12933,TmTaO4,[415459]
mp-12944,HoAsO4,[155919]
mp-1295,Yb4Sb3,"[651762, 43031, 651757]"
mp-12951,ZrGaAu,[156264]
mp-12952,HfGaAu,[156265]
mp-12956,Yb(FeP3)4,[156464]
mp-12960,Er5Sb3,[156884]
mp-12962,Zr6FeSb2,[156949]
mp-12964,TbNi4B,[156975]
mp-12965,ErNi4B,"[156976, 613778]"
mp-1297,Tl9Pd13,"[105730, 105731]"
mp-12972,Zr6Sb2Pt,[157366]
mp-12975,Sm2CdPd2,[157386]
mp-12977,Dy2CdPd2,[157388]
mp-1298,KAu5,"[106286, 612092]"
mp-12984,TbCuSe2,[157555]
mp-12996,LaMg2Pd,[158253]
mp-13000,Ba2HoTaO6,[158358]
mp-13025,YbZnPd,[159304]
mp-13027,YbZnAu,[159306]
mp-13038,Dy2C(NO)2,[416881]
mp-13039,Tm2C(NO)2,[416883]
mp-13042,NaSr3TaO6,[418491]
mp-13055,Ba2LaTaO6,"[160169, 190845]"
mp-1306,ThAl3,"[609497, 58184, 609500, 58185]"
mp-13069,Er(AlGe)2,[160311]
mp-13074,LuNiPb,[160550]
mp-13090,YMgAl,[160908]
mp-13094,YAl2Ni,"[608950, 58076, 160930]"
mp-13095,YAlNi,"[608947, 608957, 160935]"
mp-13097,NaZnAs,"[610979, 160956]"
mp-13118,CeZn3Pd2,[419163]
mp-13120,CeSi3Ru,"[621998, 161866]"
mp-13122,CeGe3Ir,[161868]
mp-13125,PrCoGe3,"[161875, 623567]"
mp-13133,K2TiO3,[162216]
mp-13137,Hf2CS,[162461]
mp-13139,SrLiGe2,[162582]
mp-13140,BaLiGe2,[162583]
mp-13159,GdZnGe,[163344]
mp-13160,YZnGe,[163345]
mp-1317,CoSb3,"[34048, 161491, 97616, 97732, 153504, 62110, 76122, 41620, 164980, 624902, 190320, 79137, 62111, 99532, 44715, 55452, 190326]"
mp-13170,KNaGdNbO5,[420037]
mp-13171,YMgCu,[163695]
mp-13189,SrLuCuS3,[250436]
mp-13195,NdSbO4,[245048]
mp-13196,SmSbO4,[245049]
mp-13200,LuCuSn,[416546]
mp-13202,YCuSn,[]
mp-13208,Mg2Pt,[245120]
mp-1321,CdSb,"[52831, 620395, 52830, 620394]"
mp-13218,YMg2Cu9,[245208]
mp-13220,PrMg2Cu9,[245211]
